CVE,Date,CWE,Severity
CVE-2025-10326,2025-09-12T21:15:33.197,CWE-77;CWE-78,9.8
CVE-2025-10367,2025-09-13T14:15:32.147,CWE-79;CWE-94,6.1
CVE-2025-10392,2025-09-14T06:15:29.487,CWE-119;CWE-121,9.8
CVE-2025-10405,2025-09-14T19:15:33.623,CWE-74;CWE-89,9.8
CVE-2025-10452,2025-09-15T03:15:40.707,CWE-306,9.8
CVE-2025-10435,2025-09-15T09:15:30.683,CWE-74;CWE-89,9.8
CVE-2025-10445,2025-09-15T13:15:34.147,CWE-74;CWE-89,9.8
CVE-2025-52053,2025-09-15T15:15:54.720,CWE-77,9.8
CVE-2025-57174,2025-09-15T17:15:35.020,CWE-321,9.8
CVE-2025-56448,2025-09-15T20:15:38.127,CWE-294,6.8
CVE-2025-59145,2025-09-15T21:15:36.633,CWE-506,8.8
CVE-2025-31254,2025-09-15T23:15:29.703,CWE-863,5.4
CVE-2025-43285,2025-09-15T23:15:31.950,CWE-284,5.5
CVE-2025-43308,2025-09-15T23:15:33.980,NVD-CWE-noinfo;CWE-284,5.3
CVE-2025-43331,2025-09-15T23:15:35.833,CWE-862,4.0
CVE-2025-43358,2025-09-15T23:15:37.810,CWE-862,8.8
CVE-2025-10316,2025-09-16T09:15:46.110,CWE-79,2.3
CVE-2025-10528,2025-09-16T13:15:45.017,CWE-693,7.3
CVE-2025-39811,2025-09-16T13:15:54.020,CWE-476,5.5
CVE-2025-39828,2025-09-16T13:16:03.373,N/A,N/A
CVE-2025-39833,2025-09-16T14:15:51.580,CWE-908,5.5
CVE-2025-57145,2025-09-16T15:15:46.083,CWE-79,5.4
CVE-2025-54262,2025-09-16T18:15:53.737,CWE-125,7.8
CVE-2025-10564,2025-09-16T21:15:33.370,CWE-74;CWE-89,9.8
CVE-2025-10143,2025-09-17T02:15:32.947,CWE-98,7.5
CVE-2025-10057,2025-09-17T06:15:44.643,CWE-94,8.8
CVE-2025-0420,2025-09-17T10:15:34.193,CWE-79,4.7
CVE-2025-10594,2025-09-17T14:15:36.980,CWE-74;CWE-89,8.8
CVE-2025-10601,2025-09-17T17:15:42.527,CWE-74;CWE-89,9.8
CVE-2025-58766,2025-09-17T18:15:52.687,CWE-94,9.0
CVE-2025-59348,2025-09-17T20:15:37.040,CWE-457,7.5
CVE-2025-7979,2025-09-17T21:15:38.950,CWE-121,N/A
CVE-2025-7996,2025-09-17T21:15:41.443,CWE-787,N/A
CVE-2025-23336,2025-09-17T22:15:37.747,CWE-20;NVD-CWE-noinfo,7.5
CVE-2025-0547,2025-09-18T09:15:34.767,CWE-79,4.7
CVE-2025-4444,2025-09-18T14:15:49.887,CWE-400;CWE-404,3.7
CVE-2025-10687,2025-09-18T18:15:37.810,CWE-74;CWE-89,9.8
CVE-2025-53969,2025-09-18T22:15:44.363,CWE-602,8.8
CVE-2025-59674,2025-09-19T03:15:37.577,N/A,N/A
CVE-2025-5948,2025-09-19T06:15:35.380,CWE-639,9.8
CVE-2025-10712,2025-09-19T14:15:44.343,CWE-74;CWE-89,7.3
CVE-2025-39842,2025-09-19T16:15:42.930,N/A,N/A
CVE-2025-39859,2025-09-19T16:15:44.867,N/A,N/A
CVE-2025-48703,2025-09-19T18:15:36.620,CWE-78,9.0
CVE-2025-34201,2025-09-19T19:15:40.887,CWE-653,7.8
CVE-2025-9081,2025-09-19T20:15:40.807,CWE-639,6.5
CVE-2025-9882,2025-09-20T07:15:36.077,CWE-352,6.1
CVE-2025-6544,2025-09-21T09:15:38.497,CWE-502,N/A
CVE-2025-59798,2025-09-22T04:15:49.643,CWE-121,5.5
CVE-2025-5962,2025-09-22T08:15:34.533,CWE-284,7.7
CVE-2025-10854,2025-09-22T13:16:01.347,CWE-61,8.1
CVE-2025-57432,2025-09-22T16:15:44.753,CWE-306,9.8
CVE-2025-43953,2025-09-22T18:15:42.550,CWE-77,8.8
CVE-2025-53452,2025-09-22T19:15:41.377,CWE-862,4.3
CVE-2025-53570,2025-09-22T19:15:44.597,CWE-79,6.5
CVE-2025-57912,2025-09-22T19:15:47.440,CWE-79,5.9
CVE-2025-57929,2025-09-22T19:15:50.127,CWE-79,5.9
CVE-2025-57947,2025-09-22T19:15:52.770,CWE-79,6.5
CVE-2025-57964,2025-09-22T19:15:55.537,CWE-79,6.5
CVE-2025-57981,2025-09-22T19:15:58.153,CWE-79,6.5
CVE-2025-57998,2025-09-22T19:16:00.777,CWE-79,5.9
CVE-2025-58015,2025-09-22T19:16:03.397,CWE-497,5.3
CVE-2025-58033,2025-09-22T19:16:06.057,CWE-79,5.9
CVE-2025-58234,2025-09-22T19:16:08.647,CWE-79,6.5
CVE-2025-58253,2025-09-22T19:16:11.223,CWE-79,6.5
CVE-2025-58270,2025-09-22T19:16:13.880,CWE-352,7.1
CVE-2025-58660,2025-09-22T19:16:16.507,CWE-862,5.4
CVE-2025-58678,2025-09-22T19:16:19.140,CWE-862,6.5
CVE-2025-58956,2025-09-22T19:16:21.730,CWE-352,7.1
CVE-2025-59562,2025-09-22T19:16:24.490,CWE-639,5.5
CVE-2025-59587,2025-09-22T19:16:27.120,CWE-79,6.5
CVE-2025-10814,2025-09-22T21:15:58.733,CWE-74;CWE-77,8.8
CVE-2025-10824,2025-09-23T01:15:36.197,CWE-119;CWE-416,5.3
CVE-2025-59813,2025-09-23T03:15:36.473,N/A,N/A
CVE-2025-10839,2025-09-23T05:15:35.237,CWE-74;CWE-89,8.8
CVE-2025-39876,2025-09-23T06:15:47.087,N/A,N/A
CVE-2025-10846,2025-09-23T07:15:35.610,CWE-74;CWE-89,8.8
CVE-2025-9846,2025-09-23T13:15:28.193,CWE-434,10.0
CVE-2025-52905,2025-09-23T18:15:33.953,CWE-20;NVD-CWE-noinfo,7.5
CVE-2025-57637,2025-09-23T19:15:41.310,CWE-122,7.5
CVE-2025-43779,2025-09-24T01:15:30.753,CWE-79,6.9
CVE-2025-39889,2025-09-24T11:15:32.780,N/A,N/A
CVE-2025-23346,2025-09-24T14:15:48.507,CWE-476,3.3
CVE-2025-27033,2025-09-24T16:15:35.500,CWE-126,6.1
CVE-2025-10502,2025-09-24T17:15:39.287,CWE-122,8.8
CVE-2025-20312,2025-09-24T18:15:34.947,CWE-835,7.7
CVE-2025-59305,2025-09-24T18:15:42.107,CWE-285,7.6
CVE-2025-57328,2025-09-24T20:15:32.540,CWE-1321,7.5
CVE-2025-10943,2025-09-25T12:15:30.340,CWE-79;CWE-94,3.5
CVE-2025-59834,2025-09-25T14:15:46.357,CWE-77;CWE-78,9.8
CVE-2025-46152,2025-09-25T15:16:12.470,CWE-787,5.3
CVE-2025-55553,2025-09-25T16:15:34.460,NVD-CWE-noinfo;CWE-248,7.5
CVE-2025-10961,2025-09-25T18:15:37.550,CWE-74;CWE-77,8.0
CVE-2025-59816,2025-09-25T20:15:35.647,CWE-89,7.3
CVE-2025-10987,2025-09-26T00:15:37.837,CWE-266;CWE-285,8.8
CVE-2025-10999,2025-09-26T03:15:43.943,CWE-404;CWE-476,5.5
CVE-2025-9985,2025-09-26T05:15:36.893,CWE-532,5.3
CVE-2025-48107,2025-09-26T09:15:32.050,CWE-79,7.1
CVE-2025-60098,2025-09-26T09:15:35.093,CWE-862,6.5
CVE-2025-60115,2025-09-26T09:15:38.123,CWE-352,4.3
CVE-2025-60136,2025-09-26T09:15:41.083,CWE-79,5.9
CVE-2025-60154,2025-09-26T09:15:44.157,CWE-79,5.9
CVE-2025-60172,2025-09-26T09:15:47.253,CWE-352,7.1
CVE-2025-11011,2025-09-26T12:15:34.840,CWE-404;CWE-476,5.5
CVE-2025-6396,2025-09-26T15:16:05.360,CWE-79,6.1
CVE-2025-45994,2025-09-26T18:15:36.073,CWE-200,7.5
CVE-2025-11048,2025-09-26T22:15:33.557,CWE-266;CWE-285,8.8
CVE-2025-9816,2025-09-27T05:15:30.400,CWE-79,7.2
CVE-2025-11064,2025-09-27T14:15:39.960,CWE-74;CWE-89,9.8
CVE-2025-11081,2025-09-27T22:15:32.430,CWE-119;CWE-125,5.5
CVE-2025-11103,2025-09-28T11:15:31.940,CWE-284;CWE-434,7.2
CVE-2025-11120,2025-09-28T21:15:51.167,CWE-119;CWE-120,8.8
CVE-2025-11140,2025-09-29T04:15:40.133,CWE-610;CWE-611,9.8
CVE-2025-36351,2025-09-29T15:16:08.173,CWE-284,4.3
CVE-2025-56807,2025-09-29T18:15:32.830,CWE-79,6.1
CVE-2025-35030,2025-09-29T20:15:32.467,CWE-352,8.1
CVE-2025-34223,2025-09-29T21:15:36.030,CWE-306;CWE-798,9.8
CVE-2025-43820,2025-09-29T22:15:36.000,CWE-79,4.8
CVE-2025-61586,2025-09-30T04:44:53.067,CWE-22,5.3
CVE-2025-41093,2025-09-30T11:37:39.897,CWE-639,4.3
CVE-2025-61632,2025-09-30T11:37:42.523,N/A,N/A
CVE-2025-8560,2025-09-30T11:37:45.613,CWE-79,6.4
CVE-2025-11153,2025-09-30T13:15:48.790,CWE-94,7.5
CVE-2025-55797,2025-09-30T16:15:52.637,CWE-284,6.5
CVE-2025-57254,2025-09-30T18:15:51.093,CWE-89,6.5
CVE-2025-61720,2025-10-01T03:15:37.393,N/A,N/A
CVE-2025-39899,2025-10-01T08:15:32.620,N/A,N/A
CVE-2025-39916,2025-10-01T08:15:34.763,N/A,N/A
CVE-2025-41421,2025-10-01T14:15:39.953,CWE-59,4.7
CVE-2025-20361,2025-10-01T17:15:39.320,CWE-79,4.8
CVE-2025-58055,2025-10-01T19:15:36.317,CWE-284;CWE-639,4.3
CVE-2025-23297,2025-10-01T22:15:30.130,CWE-276,7.8
CVE-2025-11221,2025-10-02T06:15:35.353,CWE-22;CWE-434,8.8
CVE-2025-54292,2025-10-02T10:15:39.567,CWE-22,4.8
CVE-2025-56379,2025-10-02T14:15:45.630,CWE-79,5.4
CVE-2025-59748,2025-10-02T15:15:54.580,CWE-79,6.1
CVE-2025-59765,2025-10-02T15:15:57.110,CWE-79,6.1
CVE-2025-60660,2025-10-02T16:15:38.380,CWE-787;CWE-121,7.5
CVE-2025-54086,2025-10-02T20:15:32.680,CWE-276,3.3
CVE-2025-59299,2025-10-03T03:15:35.760,CWE-787,7.8
CVE-2025-10302,2025-10-03T12:15:42.280,CWE-352,4.3
CVE-2025-9077,2025-10-03T12:15:45.517,CWE-79,6.4
CVE-2025-9561,2025-10-03T12:15:48.477,CWE-434,8.8
CVE-2025-60447,2025-10-03T14:15:46.150,CWE-79,5.9
CVE-2025-61591,2025-10-03T17:15:47.853,CWE-78,8.8
CVE-2025-46819,2025-10-03T19:15:43.490,CWE-190;CWE-125,7.1
CVE-2025-52654,2025-10-03T19:15:46.487,CWE-80,4.6
CVE-2025-54154,2025-10-03T19:15:49.150,CWE-287,6.9
CVE-2025-61681,2025-10-03T22:15:32.880,CWE-79;CWE-434,5.4
CVE-2025-9029,2025-10-04T03:15:38.290,CWE-862,4.3
CVE-2025-39940,2025-10-04T08:15:46.973,N/A,N/A
CVE-2025-11275,2025-10-05T01:15:35.467,CWE-119;CWE-122,7.8
CVE-2025-8917,2025-10-05T11:16:03.400,CWE-22,N/A
CVE-2025-11306,2025-10-05T22:15:32.287,CWE-79;CWE-94,6.1
CVE-2025-11322,2025-10-06T06:15:35.203,CWE-521,3.7
CVE-2025-58589,2025-10-06T07:15:35.720,CWE-200,2.7
CVE-2025-0607,2025-10-06T10:15:32.523,CWE-116,4.3
CVE-2025-59159,2025-10-06T16:15:34.377,CWE-346;CWE-940,9.6
CVE-2025-60961,2025-10-06T17:16:06.960,CWE-79,6.1
CVE-2025-11344,2025-10-06T19:15:34.523,CWE-74;CWE-94,9.8
CVE-2025-11349,2025-10-07T04:16:15.703,CWE-74;CWE-89,9.8
CVE-2025-11386,2025-10-07T10:15:34.080,CWE-119;CWE-121,8.8
CVE-2025-25009,2025-10-07T14:15:36.340,CWE-79,5.4
CVE-2025-61771,2025-10-07T15:16:03.123,CWE-400,7.5
CVE-2025-8291,2025-10-07T18:16:00.317,CWE-1285,4.3
CVE-2025-61776,2025-10-07T19:15:38.963,CWE-522,4.7
CVE-2025-34252,2025-10-07T21:15:38.077,N/A,N/A
CVE-2025-61998,2025-10-08T00:15:34.220,CWE-79,4.8
CVE-2025-11431,2025-10-08T04:16:17.773,CWE-74;CWE-89,9.8
CVE-2025-11444,2025-10-08T08:15:32.917,CWE-119;CWE-120,8.8
CVE-2025-11477,2025-10-08T14:15:40.900,CWE-74;CWE-89,9.8
CVE-2025-59303,2025-10-08T16:15:38.870,CWE-791,6.4
CVE-2025-11491,2025-10-08T19:15:44.137,CWE-77;CWE-78,6.3
CVE-2025-11514,2025-10-09T01:15:33.157,CWE-74;CWE-89,8.8
CVE-2025-27045,2025-10-09T04:16:37.393,CWE-126,6.1
CVE-2025-7526,2025-10-09T06:15:35.887,CWE-22,9.8
CVE-2025-10240,2025-10-09T13:15:31.950,CWE-79,8.8
CVE-2025-10284,2025-10-09T16:15:44.077,CWE-22,9.6
CVE-2025-61577,2025-10-09T16:15:48.277,CWE-121,7.5
CVE-2025-59993,2025-10-09T17:16:01.670,CWE-79,6.1
CVE-2025-11551,2025-10-09T18:15:49.333,CWE-74;CWE-89,9.8
CVE-2025-35051,2025-10-09T21:15:35.873,CWE-306;CWE-502,9.8
CVE-2025-59252,2025-10-09T21:15:38.600,CWE-77,9.3
CVE-2025-61871,2025-10-10T05:15:33.587,CWE-428,8.4
CVE-2025-21060,2025-10-10T07:15:41.973,CWE-312,5.5
CVE-2025-37727,2025-10-10T10:15:34.167,CWE-532,5.7
CVE-2025-61860,2025-10-10T11:15:43.767,CWE-125,7.8
CVE-2025-60869,2025-10-10T15:16:05.710,CWE-79,7.3
CVE-2025-60268,2025-10-10T18:15:39.533,CWE-77,6.5
CVE-2025-11584,2025-10-10T21:16:05.907,CWE-74;CWE-89,9.8
CVE-2025-9553,2025-10-10T23:15:37.523,N/A,5.3
CVE-2025-10048,2025-10-11T08:15:31.557,CWE-89,4.9
CVE-2025-58297,2025-10-11T09:15:34.350,CWE-121,5.5
CVE-2025-7652,2025-10-11T10:15:43.823,CWE-79,6.4
CVE-2025-11606,2025-10-11T15:16:01.190,CWE-74;CWE-89,6.3
CVE-2025-11629,2025-10-12T07:15:43.407,CWE-74;CWE-89,9.8
CVE-2025-11640,2025-10-12T18:15:34.333,CWE-310;CWE-319,5.3
CVE-2025-11656,2025-10-13T03:15:45.720,CWE-284;CWE-434,9.8
CVE-2025-27259,2025-10-13T07:15:54.993,CWE-79,5.4
CVE-2025-11183,2025-10-13T10:15:45.887,CWE-79,6.9
CVE-2025-62241,2025-10-13T20:15:34.107,CWE-639,4.3
CVE-2025-62358,2025-10-13T22:15:33.057,CWE-79,6.1
CVE-2025-42901,2025-10-14T01:15:31.733,CWE-94,5.4
CVE-2025-41706,2025-10-14T08:15:35.820,CWE-120,5.3
CVE-2025-20719,2025-10-14T10:15:36.637,CWE-121;CWE-787,8.8
CVE-2025-10610,2025-10-14T13:15:36.597,CWE-89,9.8
CVE-2025-7329,2025-10-14T13:15:39.157,CWE-79,4.8
CVE-2025-10243,2025-10-14T15:16:01.280,CWE-78,7.2
CVE-2025-25255,2025-10-14T16:15:37.020,CWE-358,4.3
CVE-2025-58903,2025-10-14T16:15:40.930,CWE-252,4.9
CVE-2025-37139,2025-10-14T17:15:40.697,CWE-400,6.0
CVE-2025-50175,2025-10-14T17:15:43.257,CWE-416,7.8
CVE-2025-55332,2025-10-14T17:15:46.270,CWE-841,4.6
CVE-2025-55684,2025-10-14T17:15:49.267,CWE-416,7.0
CVE-2025-55701,2025-10-14T17:15:52.193,CWE-1287,7.8
CVE-2025-58732,2025-10-14T17:15:55.203,CWE-416,7.0
CVE-2025-59193,2025-10-14T17:15:58.223,CWE-362,7.0
CVE-2025-59210,2025-10-14T17:16:01.383,CWE-416,7.4
CVE-2025-59234,2025-10-14T17:16:05.013,CWE-416,7.8
CVE-2025-59259,2025-10-14T17:16:08.643,CWE-1287,6.5
CVE-2025-59294,2025-10-14T17:16:12.677,CWE-200;NVD-CWE-noinfo,4.6
CVE-2025-54275,2025-10-14T19:15:43.323,CWE-787,5.5
CVE-2025-61800,2025-10-14T20:15:52.417,CWE-190,7.8
CVE-2025-54272,2025-10-14T22:15:38.197,CWE-79,5.4
CVE-2025-62446,2025-10-15T03:15:33.997,N/A,N/A
CVE-2025-39967,2025-10-15T08:15:34.210,N/A,N/A
CVE-2025-39984,2025-10-15T08:15:36.400,N/A,N/A
CVE-2025-61941,2025-10-15T08:15:38.827,CWE-22,8.6
CVE-2025-10300,2025-10-15T09:15:39.400,CWE-352,4.3
CVE-2025-11692,2025-10-15T09:15:42.720,CWE-862,5.3
CVE-2025-53868,2025-10-15T14:15:48.830,CWE-78,9.1
CVE-2025-59478,2025-10-15T14:15:54.257,CWE-824,7.5
CVE-2025-56748,2025-10-15T15:16:04.610,CWE-640,6.4
CVE-2025-20329,2025-10-15T17:15:48.697,CWE-532,4.9
CVE-2025-43280,2025-10-15T20:15:34.893,NVD-CWE-noinfo;CWE-940,4.7
CVE-2025-55084,2025-10-16T07:15:33.090,CWE-126,5.3
CVE-2025-54461,2025-10-16T09:15:34.337,CWE-1220,6.9
CVE-2025-9152,2025-10-16T13:15:41.840,CWE-306,9.8
CVE-2025-11840,2025-10-16T16:15:37.003,CWE-119;CWE-125,5.5
CVE-2025-56700,2025-10-16T17:15:34.290,CWE-89,5.4
CVE-2025-61922,2025-10-16T18:15:38.597,CWE-287,9.1
CVE-2025-61514,2025-10-16T19:15:33.500,CWE-77,6.5
CVE-2025-6892,2025-10-17T02:15:52.997,CWE-863,8.7
CVE-2025-55100,2025-10-17T06:15:36.247,CWE-125,9.1
CVE-2025-60279,2025-10-17T16:15:38.917,CWE-918,9.6
CVE-2025-34282,2025-10-17T19:15:37.340,CWE-918,9.1
CVE-2025-62644,2025-10-17T21:15:37.313,CWE-359,7.7
CVE-2025-62637,2025-10-18T03:15:47.597,N/A,N/A
CVE-2025-11742,2025-10-18T06:15:38.537,CWE-862,4.3
CVE-2025-40001,2025-10-18T08:15:34.130,N/A,N/A
CVE-2025-11947,2025-10-19T22:15:37.080,CWE-119;CWE-122,4.5
CVE-2025-11679,2025-10-20T14:15:40.353,CWE-125,5.9
CVE-2025-40010,2025-10-20T16:15:37.700,N/A,N/A
CVE-2025-55086,2025-10-20T18:15:39.813,CWE-125;CWE-1285,9.8
CVE-2025-60781,2025-10-20T21:15:37.860,CWE-79,6.1
CVE-2025-62678,2025-10-21T04:16:05.997,N/A,N/A
CVE-2025-10612,2025-10-21T09:15:34.300,CWE-79,6.1
CVE-2025-60932,2025-10-21T15:15:39.330,CWE-79,6.1
CVE-2025-62595,2025-10-21T17:15:40.737,CWE-601,4.3
CVE-2025-62249,2025-10-21T19:21:25.203,CWE-79,6.9
CVE-2025-53049,2025-10-21T20:20:42.710,CWE-284,8.4
CVE-2025-53066,2025-10-21T20:20:47.177,CWE-200,7.5
CVE-2025-61759,2025-10-21T20:20:52.373,CWE-269,6.5
CVE-2025-62480,2025-10-21T20:20:54.723,CWE-267,2.7
CVE-2025-10638,2025-10-22T06:15:30.593,N/A,5.3
CVE-2025-11810,2025-10-22T09:15:32.870,CWE-79,6.4
CVE-2025-11883,2025-10-22T09:15:36.040,CWE-79,6.4
CVE-2025-31634,2025-10-22T15:15:33.180,CWE-502,8.8
CVE-2025-49374,2025-10-22T15:15:35.447,CWE-918,5.3
CVE-2025-49917,2025-10-22T15:15:37.693,CWE-918,4.4
CVE-2025-49936,2025-10-22T15:15:39.883,CWE-79,6.5
CVE-2025-49956,2025-10-22T15:15:42.140,CWE-79,7.1
CVE-2025-52743,2025-10-22T15:15:44.467,CWE-79,7.1
CVE-2025-53232,2025-10-22T15:15:48.277,CWE-201,5.8
CVE-2025-57870,2025-10-22T15:15:51.830,CWE-89,10.0
CVE-2025-59557,2025-10-22T15:15:54.117,CWE-89,9.3
CVE-2025-60168,2025-10-22T15:15:57.457,CWE-352,7.1
CVE-2025-60225,2025-10-22T15:15:59.620,CWE-502,9.8
CVE-2025-62019,2025-10-22T15:16:03.163,CWE-862,6.5
CVE-2025-62062,2025-10-22T15:16:05.343,CWE-201,5.3
CVE-2025-60335,2025-10-22T16:15:45.050,CWE-476,7.5
CVE-2025-22178,2025-10-22T17:15:58.283,CWE-862,4.3
CVE-2025-62614,2025-10-22T21:15:46.983,CWE-862,8.7
CVE-2025-12104,2025-10-23T04:15:52.000,CWE-1104,9.8
CVE-2025-40643,2025-10-23T11:15:31.507,CWE-79,5.4
CVE-2025-1679,2025-10-23T14:15:35.653,CWE-79,4.8
CVE-2025-62169,2025-10-23T16:17:02.500,CWE-287,8.1
CVE-2025-60859,2025-10-23T19:15:50.867,CWE-79,6.1
CVE-2025-59273,2025-10-23T22:15:47.100,CWE-284;NVD-CWE-noinfo,9.8
CVE-2025-62832,2025-10-24T03:15:36.670,N/A,N/A
CVE-2025-10902,2025-10-24T09:15:42.080,CWE-285,4.3
CVE-2025-36361,2025-10-24T10:15:38.670,CWE-862,8.8
CVE-2025-43995,2025-10-24T15:15:38.380,CWE-287,9.8
CVE-2025-60552,2025-10-24T16:19:38.860,CWE-121,7.5
CVE-2025-60729,2025-10-24T18:15:40.797,CWE-126,5.3
CVE-2025-11760,2025-10-25T02:15:38.397,CWE-200,5.3
CVE-2025-8666,2025-10-25T06:15:37.220,CWE-79,6.4
CVE-2025-12218,2025-10-25T16:15:40.397,CWE-1392,9.1
CVE-2025-12199,2025-10-27T01:15:39.737,N/A,N/A
CVE-2025-62895,2025-10-27T02:15:48.537,CWE-201,7.5
CVE-2025-62913,2025-10-27T02:15:50.813,CWE-79,5.4
CVE-2025-62932,2025-10-27T02:15:53.000,CWE-862,8.8
CVE-2025-62949,2025-10-27T02:15:55.280,CWE-79,6.5
CVE-2025-62970,2025-10-27T02:15:57.480,CWE-862,5.3
CVE-2025-62987,2025-10-27T02:15:59.730,CWE-79,6.5
CVE-2025-12222,2025-10-27T05:15:37.053,CWE-284;CWE-434,8.8
CVE-2025-12237,2025-10-27T07:15:39.003,CWE-74;CWE-89,9.8
CVE-2025-12252,2025-10-27T09:15:36.603,CWE-74;CWE-89,8.8
CVE-2025-12265,2025-10-27T11:15:40.050,CWE-119;CWE-120,9.8
CVE-2025-12274,2025-10-27T13:15:43.567,CWE-119;CWE-120,8.8
CVE-2025-12287,2025-10-27T15:15:36.923,CWE-74;CWE-89,7.2
CVE-2025-60424,2025-10-27T16:15:41.753,CWE-287;CWE-307,7.6
CVE-2025-12300,2025-10-27T18:15:36.613,CWE-79;CWE-94,6.1
CVE-2025-12308,2025-10-27T19:16:02.333,CWE-74;CWE-89,9.8
CVE-2025-12315,2025-10-27T20:15:52.897,CWE-74;CWE-89,9.8
CVE-2025-62725,2025-10-27T21:15:38.140,CWE-22,8.9
CVE-2025-62259,2025-10-27T23:15:38.670,CWE-863,6.9
CVE-2025-10939,2025-10-28T04:16:15.217,CWE-427,3.7
CVE-2025-40033,2025-10-28T12:15:37.137,N/A,N/A
CVE-2025-40050,2025-10-28T12:15:39.163,N/A,N/A
CVE-2025-40067,2025-10-28T12:15:41.167,N/A,N/A
CVE-2025-1036,2025-10-28T13:15:56.080,CWE-78,8.7
CVE-2025-34310,2025-10-28T15:16:11.293,CWE-79,5.4
CVE-2025-61128,2025-10-28T15:16:13.350,CWE-121,9.1
CVE-2025-12425,2025-10-28T19:15:41.540,CWE-269,7.8
CVE-2025-62802,2025-10-28T22:15:38.087,CWE-434;CWE-1188,4.3
CVE-2025-58711,2025-10-29T09:15:37.343,CWE-862,5.3
CVE-2025-64220,2025-10-29T09:15:43.393,CWE-79,6.5
CVE-2025-11632,2025-10-29T13:15:35.323,CWE-862,4.3
CVE-2025-64143,2025-10-29T14:15:58.993,CWE-311,4.3
CVE-2025-62785,2025-10-29T16:15:34.690,CWE-252;CWE-476,7.5
CVE-2025-35980,2025-10-29T18:15:41.250,N/A,N/A
CVE-2025-11201,2025-10-29T20:15:35.680,CWE-22,9.8
CVE-2025-54547,2025-10-29T23:16:18.970,CWE-613,5.3
CVE-2025-10931,2025-10-30T00:15:34.430,CWE-79,3.8
CVE-2025-40088,2025-10-30T10:15:33.343,N/A,N/A
CVE-2025-40105,2025-10-30T10:15:34.880,N/A,N/A
CVE-2025-50739,2025-10-30T14:15:43.520,CWE-94,9.8
CVE-2025-61116,2025-10-30T16:15:36.230,CWE-284,7.5
CVE-2025-62266,2025-10-30T18:15:33.033,CWE-601,6.1
CVE-2025-8850,2025-10-30T20:15:39.633,CWE-440,8.8
CVE-2025-34298,2025-10-30T22:15:49.257,CWE-281,8.8
CVE-2025-5397,2025-10-31T07:15:37.427,CWE-288,9.8
CVE-2025-40106,2025-10-31T10:15:50.520,N/A,N/A
CVE-2025-64362,2025-10-31T12:15:36.713,CWE-79,6.5
CVE-2025-60749,2025-10-31T15:15:42.990,CWE-427,7.8
CVE-2025-63468,2025-10-31T16:15:41.020,CWE-121,7.5
CVE-2025-63458,2025-10-31T19:15:51.163,CWE-121,7.5
CVE-2025-12367,2025-11-01T04:16:04.093,CWE-285,4.3
CVE-2025-6574,2025-11-01T07:15:35.727,CWE-639,8.8
CVE-2025-12606,2025-11-03T00:15:32.483,CWE-74;CWE-89,9.8
CVE-2025-48397,2025-11-03T09:15:46.057,CWE-306,7.1
CVE-2025-63446,2025-11-03T16:15:36.620,CWE-79,6.1
CVE-2025-50735,2025-11-03T20:19:12.553,CWE-22,7.5
CVE-2025-43345,2025-11-04T02:15:41.550,CWE-200,5.5
CVE-2025-43386,2025-11-04T02:15:45.590,CWE-125,7.1
CVE-2025-43411,2025-11-04T02:15:47.403,CWE-200,5.5
CVE-2025-43433,2025-11-04T02:15:49.160,CWE-787;CWE-119,8.8
CVE-2025-43452,2025-11-04T02:15:50.837,CWE-359,4.6
CVE-2025-43481,2025-11-04T02:15:52.500,CWE-284,5.2
CVE-2025-12070,2025-11-04T04:15:37.433,CWE-352,4.3
CVE-2025-11724,2025-11-04T05:15:56.887,CWE-434,8.8
CVE-2025-12400,2025-11-04T05:16:12.360,CWE-352,6.1
CVE-2025-20731,2025-11-04T07:15:37.117,CWE-122;CWE-787,5.3
CVE-2025-20748,2025-11-04T07:15:50.343,CWE-120;CWE-787,6.7
CVE-2025-41341,2025-11-04T14:15:36.133,CWE-862,7.5
CVE-2025-54333,2025-11-04T18:16:45.377,CWE-763,5.3
CVE-2025-32786,2025-11-04T21:15:36.663,CWE-89,7.5
CVE-2025-59595,2025-11-04T23:15:43.773,CWE-20,8.2
CVE-2025-64452,2025-11-05T04:15:33.503,N/A,N/A
CVE-2025-21079,2025-11-05T06:15:34.227,NVD-CWE-noinfo,8.1
CVE-2025-12192,2025-11-05T10:15:35.217,CWE-697,5.3
CVE-2025-61304,2025-11-05T16:15:40.770,CWE-78,9.8
CVE-2025-46364,2025-11-05T17:15:41.780,CWE-269,7.2
CVE-2025-56232,2025-11-05T19:16:01.610,CWE-599,6.8
CVE-2025-10683,2025-11-06T03:15:34.090,CWE-89,4.9
CVE-2025-10259,2025-11-06T08:15:36.640,CWE-1284,5.3
CVE-2025-47588,2025-11-06T16:15:51.363,CWE-94,9.8
CVE-2025-49904,2025-11-06T16:15:54.243,CWE-79,6.1
CVE-2025-53574,2025-11-06T16:15:57.080,CWE-79,6.1
CVE-2025-58638,2025-11-06T16:16:00.003,CWE-79,7.1
CVE-2025-60191,2025-11-06T16:16:04.077,CWE-98,7.5
CVE-2025-60240,2025-11-06T16:16:06.613,CWE-98,7.5
CVE-2025-62031,2025-11-06T16:16:09.160,CWE-79,7.1
CVE-2025-62053,2025-11-06T16:16:11.733,CWE-98,8.0
